country,advertiser_name,ad_campaign_id,dim_campaign_id,campaign_name,ad_type,campaign_start,campaign_end,optimization_type,impressions,clicks,spend,dpv_total,order_count_total,units_sold_total,product_sales_$_total
US,Canon - US,2732123001,290331428,Canon - US_Canon Camera Q3 2017 - EOS Rebel T7i - EOS T6 2lk_AAP_8/11-9/30,AAP_MOBILE,8/11/2017 4:00,10/1/2017 3:59,PURCHASE,12812562,20011,39478.0382,27756,24,24,13465.82
US,MW - Duluth/Superior,2733270001,290562148,Duluth/Superior - A/P/C - Rogue,AAP,8/11/2017 4:00,9/1/2017 3:59,CTR,16481,8,100.0624,,,,
US,Nature's Sleep - US,2464256001,22065377,Ghostbed 2017 H1-AAP Zibby - Link Out- 4/28-6/30,AAP,4/28/2017 4:00,7/1/2017 3:59,CVR,12311845,6099,36666.0979,1482,8,8,6220
US,CT - Odessa/Midland,2748218001,298912412,Odessa/Midland - A/P/C - Sentra,AAP,8/16/2017 4:00,9/1/2017 3:59,CVR,17553,5,100.1825,,,,
US,Redfox - GAX6C (GAX6C),2826596001,359874516,Redfox - SSDA - B06XPJF2NY - JYOWLQI6ML3QLGXAALM754WKIE - MOBILEADS - Wok Rabbit - CC Puzzle Campai...,MOBILE_AD_NETWORK,9/8/2017 7:00,9/15/2017 7:00,CTR,15650,19,0.89,15,0,0,0
US,Vi-Jon - US,2256730001,9395190,Germ-X Q1 2017 - AAP,AAP_MOBILE,1/9/2017 5:00,3/10/2017 4:59,PURCHASE,10700815,14082,28111.6322,16620,365,613,4744.38
US,MA - Pittsburgh,2705354001,270236809,Pittsburgh - A/P/C - Maxima,AAP,8/3/2017 4:00,9/1/2017 3:59,CTR,26136,6,167.9301,,,,
US,GoPro - US,3029835001,508863220,GoPro - US_GoPro Holiday Q4 2017_AAP_11/01 - 12/31,AAP,11/1/2017 4:00,1/1/2018 4:59,PURCHASE,20022341,3095,72841.1893,18579,542,571,79802.17
US,Purina - US,2588515001,67916670,Purina - US_Purina Prime Day 2017_AAP_PD_7/11 - 7/11,AAP_MOBILE,7/11/2017 4:00,7/12/2017 3:59,PURCHASE,3143842,2038,9138.5967,3937,733,775,20397.06
US,Bonobos - US,2727864001,288426660,Bonobos - US_AAP - Jun Jul Aug 2017_AAP_07/17-09/11 - Test [PXT | V3409059],AAP_MOBILE,8/9/2017 4:00,9/12/2017 3:59,CVR,1550743,5103,4570.8972,0,0,0,0
US,The Coca Cola Company - US,2392161001,16025871,The Coca Cola Company - US_Coke/Alexa NCAA Opportunity_AAP_03/21-04/03,AAP,3/21/2017 4:00,4/4/2017 3:59,PURCHASE,5383459,453,8358.8621,555,215,378,1814.36
US,Dastmalchi,2634896001,208995234,VP | Facial Spin Brushes,AAP,7/8/2017 7:00,8/1/2022 6:59,CTR,88860,114,705.7181,366,11,11,285.16
US,Hewlett-Packard - US,2308142001,12060606,Hewlett-Packard - US | HP - OMEN HP FYQ2 2017 - Essence | AAP | Feb 06-Apr 30,AAP,2/15/2017 5:00,5/1/2017 3:59,PURCHASE,5436964,4977,18956.6293,5782,3,3,4511.54
US,L'Oreal - US,3115743001,590806843,L'Oreal - US_LUSA Clarisonic Holiday Q4 2017_AAP Purchase Link DOTD_11/24_Black Friday,AAP,11/24/2017 5:00,11/25/2017 4:59,PURCHASE,7623449,3421,31276.4846,3347,131,139,6306.14
US,Sennheiser Electronics Corp - US,2464285001,22069291,Sennheiser MKE2 Elements Q2 Campaign AAP [wrong video campaign type],AAP_MOBILE,6/1/2017 4:00,7/1/2017 3:59,CTR,38216,130,1175.375,101,0,0,0
US,Hyatt_US_Performics,2798492001,327706823,PERHYT77962_2017_Hyatt_REM_HMD_September,AAP,9/1/2017 4:00,10/1/2017 3:59,CVR,626462,71,3677.9141,0,0,0,0
US,I health - US,2693503001,252093686,I health - US_AZO-Cranberry-Aug-Sept-2017_AAP_8/11-9/30,AAP,8/11/2017 4:00,11/1/2017 3:59,PURCHASE,22410686,5196,59894.6175,6668,272,307,3529.31
US,Redfox - CBP38 (CBP38),2341571001,13630194,Redfox - SSDA - B01N5LBYIQ - XKZ6V7NM6P2GHQEE4U3UY5UN3I - MOBILEADS - My little Unicorn Runner 3d C...,MOBILE_AD_NETWORK,2/15/2017 8:00,3/19/2017 7:00,CTR,192164,322,15.86,314,0,0,0
US,Newell Brands,2349261001,13945653,Sunbeam XI Renue BD,AAP,3/4/2017 5:00,3/11/2017 4:59,PURCHASE,924609,116,3366.5039,224,11,11,477.47
US,Iovate Health Sciences International Inc. - US,2274041001,10281273,Iovate - 2017 Q1 Nitro-Tech Campaign - AAP,AAP,1/2/2017 5:00,4/1/2017 3:59,PURCHASE,17300176,0,36661.1327,3262,99,101,4037.5
US,NE - Syracuse,2722151001,285951118,Syracuse - A/P/C - Armada,AAP,8/3/2017 4:00,9/1/2017 3:59,CVR,22694,11,198.9069,,,,
US,Redfox - GEFWH (GEFWH),3171662001,662166277,Redfox - SSDA - B0719CZY6N - QAQ5HBJE3KLNZKCEZROARF3YM4 - MOBILEADS - Translator Campaign,MOBILE_AD_NETWORK,12/5/2017 8:00,12/19/2017 8:00,CTR,28564,41,3.07,32,0,0,0
US,Redfox - JKZ68 (JKZ68),2485468001,28107756,Redfox - SSDA - B07258GFLN - HV3H7V5D5UUONHVG7DSBP3I64Q - MOBILEADS - Derby Destruction Racing Camp...,MOBILE_AD_NETWORK,5/8/2017 7:00,5/22/2017 7:00,CTR,94154,203,14.63,216,0,0,0
US,Fox Home Entertainment - US,3088586001,575735250,FOX HE_ Kingsman: The Golden Circle DHD_ AAP_Q42017 _BFCM,AAP,11/28/2017 5:00,12/12/2017 4:59,PURCHASE,1727208,405,5501.5473,11548,1222,1231,14952.91
US,BAM,2845751001,374822102,Q3'17 - Unbound - Alice Waters,AAP,9/14/2017 4:00,10/23/2017 3:59,CSR,137866,155,975.7968,,,,
US,Zhou Nutrition - US,2475589001,24427861,Zhou Nutrition - US_Zhou Nutrition May 2017 ASIN RT_AAP_5/5-6/5,AAP,5/5/2017 4:00,10/6/2017 3:59,PURCHASE,39396311,19032,124930.7677,95663,10268,11294,262128.46
US,General Motors - US,2684265001,246059160,General Motors - Shopping - US_Buick Brand National Retention_T1_AAP_8/1 - 10/31_[IBM],AAP,8/1/2017 4:00,11/1/2017 3:59,CTR,14305921,10411,36670.0185,,,,
US,Sprint - MightyHive,2689013001,248143164,X_Base Upgrade_Upgrade Eligible Retargeting: Phone and Tablet Consideration Pages_O&O_Display_Mobile_AUG,AAP,8/1/2017 4:00,9/1/2017 3:59,NONE,25298,41,182.0891,0,0,0,0
US,Kimberly Clark Corp - US,2644559001,216912745,Kimberly Clark Corp - US_K-C_FC SnS Scale August Q3 2017_AAP_ 08/01 - 08/31,AAP_MOBILE,8/1/2017 4:00,9/1/2017 3:59,PURCHASE,13820620,22207,47449.8526,44786,11718,12599,230148.98
US,Redfox - PEOQJ (PEOQJ),2910903001,411214448,Redfox - SSDA - B073TLZSBN - B36VWK6SNKHCRGZOMCCUUA3XCY-003 - MOBILEADS - Wordscapes Campaign 3,MOBILE_AD_NETWORK,9/30/2017 7:00,10/14/2017 7:00,CTR,5733577,19906,1452.18,20764,648,648,0
US,HTC Vive Tech Corporation - US,3080215001,571547204,HTC Vive Tech Corporation - US_HTC Vive Tech Corporation - US - Q4 2017 - Tablet_New_AAP & AAP Mobile Interstitial_11/15 - 12/23,AAP,11/15/2017 5:00,12/24/2017 4:59,PURCHASE,14863635,3925,46912.1021,28100,1230,1253,702778.73
US,Starter - US,2959256001,458766560,Starter - US_Starter Kickoff Campaign October 2017_AAP_10/13-10/31,AAP,10/13/2017 4:00,11/8/2017 4:59,PURCHASE,4079329,1124,11562.0863,1820,65,67,1545.35
US,Crocs - US,2930004001,444403405,Makegood_Crocs - US_Crocs AAP Always On 2017_AAP_10/1-10/31,AAP,10/6/2017 4:00,11/1/2017 3:59,PURCHASE,2900772,543,6530.0724,6616,340,345,9094.87
US,LoveSac,3115993001,590875085,LoveSac - Sactionals - Columbus Local Test - Amazon,AAP,11/21/2017 5:00,12/11/2017 4:59,CTR,21029,32,155.3774,0,0,0,0
US,MW - Des Moines/Ames,2728321001,288548546,Des Moines/Ames - A/P/C - Maxima,AAP,8/10/2017 4:00,9/1/2017 3:59,CVR,5997,1,45.6409,,,,
US,Ecobee - US,2943031001,452427638,ecobee Roadshow IO_AAP Link Out_e4,AAP,10/10/2017 4:00,11/17/2017 4:59,CVR,3577958,791,7901.8389,4882,164,182,32060.48
US,MetroPCS,2651751001,221391624,OPTMPCS79692_MPCS_2017_Q3_EL Promo_Mobile_AAP Test,AAP,7/15/2017 4:00,10/1/2017 3:59,CVR,5255030,7067,44705.8126,0,0,0,0
US,Redfox - AYOX0 (AYOX0),2885455001,396285990,Redfox - SSDA - B075TY8H3B - NIXEUXKZVI667N4VNUUMMTTRHI - MOBILEADS - TV Direct Free Campaign,MOBILE_AD_NETWORK,9/24/2017 7:00,10/8/2017 7:00,CTR,665920,888,43.96,685,26,26,0
US,TomoFun LLC - US,3015921001,493931591,Tomofun Q4 Pre-Holiday '17 - AAP,AAP,11/14/2017 5:00,11/23/2017 4:59,PURCHASE,5770163,1025,19197.2309,5130,92,93,17187
US,Redfox - OMGBS (OMGBS),2425891001,19047698,Redfox - SSDA - B019HHAZVA - FDXRKAZBU4KCAQOHIYU32BYCE4 - MOBILEADS - LFWAU-05PNT-E,MOBILE_AD_NETWORK,4/7/2017 7:00,4/21/2017 7:00,CTR,720170,2477,122.25,2600,8,8,0
US,The Tile App - US,2373678001,15142787,Tile Q2/Q3 2017_AMZN US Amazon Ad Platform (AAP)_May,AAP_MOBILE,5/14/2017 4:00,6/19/2017 3:59,PURCHASE,22001250,38743,71672.8765,80245,2558,2748,113260.23
US,Just For Men,2694158001,252416289,JFM Base 2017 Summer Extension - to 8/31,AAP,8/3/2017 13:00,8/31/2017 21:00,PURCHASE,1190234,728,8427.0515,8232,2139,2935,51813.92
US,Tim Test,2711103001,277142117,DMP0804,AAP,8/4/2017 4:00,8/6/2017 3:59,NONE,408597,370,348.2479,,,,
US,CT - El Paso,2728475001,288581988,El Paso - A/P/C - Rogue,AAP,8/9/2017 4:00,9/1/2017 3:59,CTR,51509,17,285.8458,,,,
US,Wilson Electronics - US,2766352001,309364521,Wilson Electronics - US_WeBoost 2017 Q2 AAP Link Off_ AAP_09/01-11/30 [PXT | V3409059],AAP_MOBILE,9/1/2017 4:00,12/1/2017 4:59,CVR,1866457,4250,6954.9839,14316,866,1049,184822.18
US,Stanley Black and Decker,2657302001,226404847,B+D Cordless Q3-17_AAP,AAP_MOBILE,8/17/2017 4:00,10/9/2017 3:59,PURCHASE,1932556,2567,5862.616,4564,318,320,11924.3
US,Merrick - US,2727592001,288360321,Merrick Grain Free Branding August 2017_ AAP,AAP_MOBILE,8/10/2017 4:00,9/1/2017 3:59,CTR,10999492,32410,36693.8318,38759,635,671,29872.71
US,Nestle - US,2441815001,20319718,Nestle - US_Gerber May 2017_AAP_5/01-5/31,AAP_MOBILE,5/1/2017 4:00,6/1/2017 3:59,PURCHASE,5562400,10838,14839.0798,18792,1330,1664,49227.97
US,SpotCo - US,2312392001,12268636,SpotCo - US_SpotCo Book of Mormon_AAP_Q1_2017_AAP_02/01-03/26,AAP,2/1/2017 5:00,4/1/2017 3:59,CTR,4038942,1976,22102.6827,0,0,0,0
US,Sonos - US,2685950001,246777559,Sonos - US_Sonos Alexa Partnership BFCM 2017_AAP Purchase Link In,AAP,10/24/2017 4:00,12/23/2017 4:59,PURCHASE,38917066,14714,111176.0994,154206,7276,8409,1784097.67
US,Asbury Park Press - US,2821940001,357621608,Asbury Park Press - US_Gannett/Asbury Test Sept-Oct 2017_AAP_9/15-10/31,AAP,9/15/2017 4:00,11/1/2017 3:59,CVR,970850,282,2762.5593,0,0,0,0
US,Hewlett-Packard - US,2737331001,292364688,HP - Ink Supplies FY 2017 - AAP - Q4 Promo,AAP_MOBILE,10/8/2017 4:00,10/15/2017 3:59,PURCHASE,3138559,5365,11142.0206,23815,11249,12796,374184.59
US,Solo Cases - US,2472253001,23404116,Solo Cases - US_Solo Spring 2017_AAP_5/1 - 6/15,AAP_MOBILE,5/1/2017 4:00,6/16/2017 3:59,PURCHASE,8740738,14007,21145.2291,3670,89,99,3945.57
US,Redfox - VLAN0 (VLAN0),2679638001,243940594,Redfox - SSDA - B073SSVT37 - WHHWX4IXCA2P4MJOV6YYSZ6PME - MOBILEADS - Good Old Jigsaw Puzzles Campaign,MOBILE_AD_NETWORK,7/27/2017 7:00,8/7/2017 7:00,CTR,469489,758,60.27,261,18,18,0
US,Sony Interactive Entertainment – US,2677990001,239913320,SIEA - Uncharted Lost Legacy - Mediacom 2017 - AAP,AAP_MOBILE,8/16/2017 4:00,9/10/2017 3:59,PURCHASE,14639979,25219,50391.5914,46932,1344,1347,52460.11
US,Nestle - US,2268577001,10010281,Nestle - US_Gerber Life FY2017_AAP_1/1-12/31- Cancelled,AAP_MOBILE,1/1/2017 5:00,7/21/2017 3:59,CVR,4706188,10352,11466.104,0,0,0,0
US,Discover Card - US,2188744001,6583255,Discover Q1 2017 Pay With Cash Back Bonus (PwCBB) - AAP Desktop,AAP,1/16/2017 5:00,4/1/2017 3:59,CTR,24947090,6762,55998.2256,648,0,0,0
US,Redfox - PLBPC (PLBPC),2626680001,141416983,Redfox - SSDA - B00IG2DOKM - MDIGTH6AIL2G5MCLFDJ7244LNY - MOBILEADS - Township Campaign Jul-Sep 2017,MOBILE_AD_NETWORK,7/7/2017 7:00,9/30/2017 7:00,CTR,26182180,53457,2616.29,70828,2851,2851,0
US,Razer - US,2331271001,13124819,Razer - US_Razer - US - Q1 Blade Stealth_AAP_2/13 - 4/14,AAP_MOBILE,2/10/2017 5:00,4/15/2017 3:59,PURCHASE,2603068,3772,4870.1193,7389,9,9,8319.92
US,Newell Brands,2617268001,128668773,Mr. Coffee VPC Post Prime Day,AAP_MOBILE,7/12/2017 4:00,7/25/2017 3:59,PURCHASE,2067594,4162,9116.5662,6457,142,142,16673.99
US,Universal Music Group - US,2409687001,17208800,Universal Music Group - US_UMG_John Mellencamp_Q1 2017_AAP_04/21-05/04,AAP,4/21/2017 4:00,5/5/2017 3:59,PURCHASE,1161118,554,3089.5324,1535,71,72,837.2
US,Bose - US,2642623001,215124302,Bose AAP Test (Beach Goers & Outdoor) Linkout CPA,AAP,7/12/2017 4:00,8/22/2017 3:59,CVR,11219274,2997,23539.1771,4119,180,180,34428
US,Vitamix - US,2903844001,404565257,Vitamix - US_Vitamix_C-K_Q4_AAP_09/28 - 12/31,AAP_MOBILE,9/28/2017 4:00,1/1/2018 4:59,CTR,11381497,46382,31007.7621,0,0,0,0
US,Bushnell Outdoor Products-US,2752116001,300868362,Bushnell Outdoor Products-US_Fall Sportsman Event_Bushnell_2017_AAP_8/21 - 9/30,AAP,8/21/2017 4:00,10/1/2017 3:59,PURCHASE,16639286,5150,44903.7356,49520,2737,3076,235772.77
US,Never Too Hungover - US,2697058001,258313332,Never Too Hungover - US_Project Dear Only - Never Too Hungover - AAP/RT - July - Sept_AAP_08/01_09/30,AAP,8/2/2017 4:00,12/1/2017 4:59,PURCHASE,1659222,541,5252.6323,1399,115,124,3457.83
US,Fox Home Entertainment - US,2517654001,38712949,Fox Home Entertainment_FOX HE_ Father's Day Catalog 2017_ Q22017_AAP_06/05_06/19,AAP,6/5/2017 4:00,6/21/2017 3:59,PURCHASE,2750398,1088,6111.715,2430,74,74,697.26
US,Newell Brands,2473915001,24011747,"Graco Aire3 Click Connect Travel System, Gotham May 2017 Always On Test",AAP_MOBILE,5/2/2017 4:00,6/1/2017 3:59,PURCHASE,1055492,1404,3603.8016,11773,232,233,34433.18
US,LeapFrog,3072951001,564774933,11225 - VT_FY17_2H_Holiday 2017 LeapFrog_ LeapFrog IPS_Stack & Tumble Elephant_B06XKD8M1R_11.13.17_11.19.17,AAP,11/13/2017 5:00,11/20/2017 4:59,CTR,135427,111,1688.55,47,1,1,13.22
US,Bosch - US,2135748001,5112340,DREMEL Maker Campaign - AAP,AAP_MOBILE,12/1/2016 5:00,7/1/2017 3:59,NONE,512890,1254,1193.8236,1928,50,50,4254.75
US,Philips - US,2347693001,13852988,Philips - US_Philips_Sonicare_Fathers_Day_Q2_2017_AAP_May 22-Jun 19,AAP,5/22/2017 4:00,6/20/2017 3:59,PURCHASE,13985771,3380,30442.8058,11996,1506,1579,89771.32
US,Discover Card - US,2342343001,13649378,Discover 2017 Q2 1-Click June - AAP Mobile,AAP_MOBILE,6/1/2017 4:00,7/1/2017 3:59,CTR,32410613,88346,100961.8628,0,0,0,0
US,Redfox - RUC04 (RUC04),2294250001,11392868,Redfox - SSDA - B00RP3UFC8 - XPV52LJ27LPNPM32MNXMJIL6NE - MOBILEADS - Ruby Seven Video Poker - Cards,MOBILE_AD_NETWORK,1/14/2017 8:00,1/28/2017 8:00,CTR,463694,1389,100.53,1516,12,12,0
US,JBM INTERNATIONAL - US,2778259001,314178438,JBM INTERNATIONAL - US_Q3 2017_DEAR blend_AAP_8/24-11/23,AAP_MOBILE,8/24/2017 4:00,11/24/2017 4:59,PURCHASE,4329424,7374,13544.8014,2683,187,221,3499.87
US,Redfox - ETFMA (ETFMA),2474618001,24194614,"Redfox - SSDA - B01F0TUQ0O - 47NLT3YD5GPMHHCRCH5252SFLY - MOBILEADS - ETFmatic, the European Robo-a...",MOBILE_AD_NETWORK,5/3/2017 7:00,5/17/2017 7:00,CTR,500835,1826,100.96,557,0,0,0
US,"VTech Communications, Inc. - US",2279889001,10684437,VTech CM Series Phones_Jan-Feb 2017 - AAP,AAP,1/20/2017 5:00,2/16/2017 4:59,PURCHASE,2496975,269,4936.0262,684,17,29,2158.15
US,SE - Birmingham,2719614001,284537654,Birmingham - A/P/C - Sentra,AAP,8/8/2017 4:00,9/1/2017 3:59,CTR,43643,18,248.5627,,,,
US,Kellogg - US,2828417001,360767023,Kellogg - Cheez-It Back Half Activation Q3 2017_AAP_Snack Shoppers_Sales,AAP_MOBILE,10/1/2017 4:00,12/1/2017 4:59,NONE,55276,28,141.514,263,56,73,403.12
US,Petmate - US,3000494001,481482273,Petmate - US_Petmate ASIN RT Q4 2017_AAP_11/17-12/22,AAP,11/17/2017 5:00,12/23/2017 4:59,PURCHASE,22632384,3788,57529.8068,34657,3055,3269,63075.71
US,Redfox - 06VQF (06VQF),2698394001,261260600,Redfox - SSDA - B071KQ1PS6 - WUXR3NCOINHRZGHEXTP6IEK7AA - MOBILEADS - The Magic Brush Campaign,MOBILE_AD_NETWORK,8/3/2017 7:00,8/10/2017 7:00,CTR,111794,233,15.57,249,6,6,0
US,Withings,2261298001,9748102,2017 Withings Display AAP_Body Cardio Scale_Link Out,AAP,1/2/2017 5:00,2/13/2017 4:59,CVR,3946695,2495,20208.4062,524,35,34,4145.66
US,Redfox - ORB5C (ORB5C),2635887001,209985247,Redfox - SSDA - B06XBFW7K4 - F5IQRQFKOIZZX3O4J7VVOYT7DA - MOBILEADS - [Candy Valley][promo2][090717],MOBILE_AD_NETWORK,7/10/2017 7:00,7/31/2017 7:00,CTR,2356203,4365,216.15,4715,48,48,0
US,TCL - US,2465435001,22277671,TCL- US_TCL TV_P Series Launch_AAP_6/15 - 7/13,AAP,6/15/2017 4:00,7/14/2017 3:59,PURCHASE,13999502,3055,33806.4098,217518,5571,5547,1572119.76
US,Big Fish Games - US,2325569001,12792841,App_DL - Tier2 - Tune - Big Fish Games - Gummy Drop - Q1 2017,AAP_MOBILE,2/6/2017 5:00,3/1/2017 4:59,APP_DL,3761629,33566,6414.5041,0,0,0,0
US,Redfox - ADKWV (ADKWV),2556026001,52740632,Redfox - SSDA - B06XC9ZPYK - F7WTR3H6RURMDKKLLDHS62W4JY - MOBILEADS - Adair Coloring Book Campaign,MOBILE_AD_NETWORK,6/11/2017 7:00,6/25/2017 7:00,CTR,586388,1236,60.74,1211,19,19,0
US,Teva - US,2632827001,203655705,Teva - US_Teva - Summer Sandals - 2017_AAP_7/21-8/25,AAP_MOBILE,7/18/2017 4:00,8/26/2017 3:59,PURCHASE,4767516,8153,12346.0642,12137,364,365,17218.48
US,Hewlett-Packard - US,2376101001,15221087,HP - OJ Pro 8720 and 8740 Q2 2017_AAP,AAP,3/13/2017 4:00,5/1/2017 3:59,PURCHASE,37709652,2596,57418.7962,16425,595,636,122685.9
US,Church & Dwight - US,2719860001,284602053,Church & Dwight - US_Church & Dwight Q3 PrimeDay2017 A&H Laundry - APT Loyalty_AAP_09/01-09/30,AAP_MOBILE,9/1/2017 4:00,10/1/2017 3:59,PURCHASE,12203388,32286,30181.4654,33384,165,182,1714.11
US,NETGEAR - US,2262286001,9771579,Netgear - US_NETGEAR_Orbi 2017_Always On_AAP_01/01 - 12/17 - RBK50,AAP,1/1/2017 5:00,1/1/2018 4:59,PURCHASE,265871951,61739,639124.5202,316554,7428,7573,2326423.52
US,Redfox - PIXKS (PIXKS),2540090001,47351099,Redfox - SSDA - B00JI2NQKW - IBW7GDVDRWV6VNWWCUMSJKFYZM - MOBILEADS - Pixel War - Online Multiplaye...,MOBILE_AD_NETWORK,6/4/2017 7:00,6/11/2017 7:00,CTR,108345,233,16.68,226,2,2,2.98
US,Kimberly Clark Corp - US,2383338001,15550626,K-C_Viva Q2 2017 - AAP,AAP_MOBILE,4/1/2017 4:00,5/1/2017 3:59,PURCHASE,6267193,8186,16440.4945,15124,2295,2321,58888.74
US,Redfox - RUC04 (RUC04),2584108001,66435462,Redfox - SSDA - B00RP3UFC8 - 2L6EIXKWJ26P3SD7XAIS62E7GU - MOBILEADS - Ruby Seven Video Poker - Ente...,MOBILE_AD_NETWORK,6/22/2017 7:00,7/6/2017 7:00,CTR,805757,1791,125.59,1832,8,8,0
US,Redfox - PIT3B (PIT3B),2294837001,11408511,Redfox - SSDA - B01MR57EBO - POZ4CY55NERZ5HALL5FJGQSJVU - MOBILEADS - Rich kids Campaign,MOBILE_AD_NETWORK,1/14/2017 8:00,1/28/2017 8:00,CTR,31526,42,2.94,40,0,0,0
US,Webroot - US,3188168001,673597108,Webroot - US_Webroot Q4 2017_AAP_Purchase Link-In - Blast_12/25 - 12/26,AAP_MOBILE,12/25/2017 5:00,12/27/2017 4:59,PURCHASE,14057042,19341,31358.1483,22799,52,52,1465.25
US,Redfox - MINVP (MINVP),2461464001,21827483,Redfox - SSDA - B06XW7YP3S - GAJOUVN4WUNWFEYCCBDGMNHPYQ - MOBILEADS - Tiny Sheep Campaign,MOBILE_AD_NETWORK,4/26/2017 7:00,5/10/2017 7:00,CTR,1185953,1900,93.34,2135,64,64,0
US,Redfox - WOYDO (WOYDO),2887610001,398079025,Redfox - SSDA - B06XZQ8JNW - 6T4LYCKDD7FUFBSMQV67ZGQ6SQ - MOBILEADS - Bingo Tunes - Free Games for ...,MOBILE_AD_NETWORK,9/25/2017 7:00,10/2/2017 7:00,CTR,610872,1500,74.08,1801,33,33,0
US,Razer - US,2507845001,36000016,Razer - US_Razer - US - Razer Blade B01N4P5HKV_AAP_5/26 - 6/30,AAP,5/26/2017 4:00,7/1/2017 3:59,PURCHASE,7122510,877,14922.6336,3799,20,27,64237.91
US,Bethesda - US,2534921001,45607200,Bethesda_Morrowind_Q2Q22017_AAP,AAP,5/31/2017 4:00,6/7/2017 3:59,PURCHASE,3757665,1582,10331.3114,3803,93,94,5421.3
US,Redfox - ELY4Q (ELY4Q),2294844001,11408570,Redfox - SSDA - B01NCMN3G1 - H5EGZF5KOR3PJJBAJVTH6VB5P4 - MOBILEADS - Elephant Learning Campaign,MOBILE_AD_NETWORK,1/14/2017 8:00,1/28/2017 8:00,CTR,296807,700,51.12,694,3,3,0
US,ConAir,2478336001,24854621,CurlSecret,AAP,5/4/2017 4:00,5/15/2017 3:59,CTR,857444,481,1991.7147,,,,
US,Tawns ESS Test Advertiser,2744360001,297093555,Samsung 3PAS INS In-App TEST 4 - PL,AAP_MOBILE,8/15/2017 4:00,8/16/2017 3:59,CTR,27564,0,134.7174,,,,
US,Kimberly Clark Corp - US,2501190001,34902217,Kimberly Clark Corp - US_K-C_GoodNites Q2 2017_AAP_6/1 - 6/30,AAP_MOBILE,6/1/2017 4:00,7/1/2017 3:59,NONE,4846340,2241,7913.0281,989,187,207,5250
US,Johns Hopkins University - US,2953903001,456847056,Johns Hopkins University_AAP_Q4 2017_AAP_10/12-11/22,AAP_MOBILE,10/12/2017 4:00,12/18/2017 4:59,NONE,230965,1914,2144.1157,0,0,0,0
US,Prevail,2841149001,371768419,Prevail Test,AAP,9/13/2017 4:00,9/20/2017 3:59,CTR,76351,67,196.908,,,,
US,Microsoft - US,2429788001,19364769,Microsoft - US_MSFT_WDG_Surface April '17_AAP_4/23-6/3,AAP_MOBILE,4/23/2017 4:00,6/4/2017 3:59,CTR,306433,525,574.5559,1364,1,1,999
US,Gatorade,2455010001,21233955,2017 Gatorade Endurance Gels (55231),AAP_MOBILE,4/26/2017 4:00,7/16/2017 3:59,PURCHASE,7176304,4156,16757.8851,6615,2,2,59.98
US,Starbucks,3037856001,516851153,SPRSTB70936_FY18Q1_CH_Display_Verismo,AAP,11/1/2017 4:00,1/1/2018 4:59,PURCHASE,1280823,554,5235.7572,819,5,5,444.26
US,Redfox - MOCQ5 (MOCQ5),2759588001,304715048,Redfox - SSDA - B073PKQL97 - 225Z23I3JMUS7JJBRHIRCVD5CY - MOBILEADS - Omlet Arcade Campaign,MOBILE_AD_NETWORK,8/19/2017 7:00,8/26/2017 7:00,CTR,1372546,3777,206.82,4714,438,438,0
US,Honda,2627771001,142567866,Honda_2017 Honda Summer Sales Event - Shopping_AAP_July 17 - September 03,AAP,7/17/2017 4:00,9/4/2017 3:59,CVR,6425963,2822,15987.4183,,,,
US,Redfox - ORB5C (ORB5C),2568274001,55158661,Redfox - SSDA - B06XBFW7K4 - WLTVCWUDCO3BHB34ESIUMYG6YM - MOBILEADS - [Candy Valley][test2][150617],MOBILE_AD_NETWORK,6/16/2017 7:00,6/30/2017 7:00,CTR,48726,107,5.33,118,1,1,0
US,Hilton - US,2465061001,22179513,2017 Hilton All Suites Q2 - AAP Desktop & Mobile,AAP,5/10/2017 4:00,6/2/2017 3:59,CTR,894064,911,2822.0313,,,,
US,Redfox - UEB7T (UEB7T),3075691001,566562000,Redfox - SSDA - B075883PC8 - ZTAVJ2MIS4AE44PTPIJUMAJQTU - MOBILEADS - Chat Friend Campaign,MOBILE_AD_NETWORK,11/11/2017 8:00,11/25/2017 8:00,CTR,81422,85,5.86,81,2,2,0
US,L'Oreal - US,2792533001,324919135,L'Oreal - US_LUSA MNY Master Precise Ink Q3 2017_AAP_9/1 to 10/31,AAP,9/1/2017 4:00,11/13/2017 4:59,PURCHASE,65810141,14181,190103.6563,3434,416,473,3122.32
US,Nutrafol - US,2766327001,309357288,Nutrafol - US_Nutrafol WOMEN Q3 17_DEAR_AAP_8/28-10/28,AAP,8/28/2017 4:00,10/29/2017 3:59,PURCHASE,3289681,1044,9215.185,1835,117,127,11176
US,Redfox - PRMXI (PRMXI),2533712001,44909334,Redfox - SSDA - B014RWKCAY - 4FUURZINO5KFO6ZIKZQVRI7MFM - MOBILEADS - I Like Crochet Campaign,MOBILE_AD_NETWORK,6/1/2017 7:00,7/1/2017 7:00,CTR,264327,953,75.5,961,29,29,0
US,HMNYC_TD Bank,3103960001,583096358,TD Bank_Debit Campaign November 2017_Standard Display,AAP_MOBILE,11/20/2017 5:00,12/25/2017 4:59,CTR,8193049,18571,80971.1121,,,,
US,Delta Galil - US,2906606001,409465290,Delta Galil - US_[D.E.A.R] Lacoste Men's Q4 Campaign_AAP 10/01 - 10/31,AAP_MOBILE,10/1/2017 4:00,11/1/2017 3:59,NONE,252093,395,645.3567,1737,76,81,2293.19
